1.3,7.8,7.5,18.1,96.13259669
2.4,6.7,6.1,29,94.82758621
2.4,6.7,4.3,48,97.29166667
1.2,9.2,8.6,18,95.55555556
2.5,7.8,5.5,28.2,95.39007092
2.2,7.2,6.7,43,96.27906977
1.2,7.9,5.3,19.4,94.84536082
2.3,6.9,4.5,30.2,94.70198675
2.6,5.9,4.6,52.9,95.84120983
1.4,10.1,6.4,19.4,94.84536082
2.1,7.9,5.3,29.8,94.96644295
1.5,6.9,4.8,43.1,96.9837587
